STRUCTURE,STRUCTURE_ID,ACTION,REF_AREA CTRY,Region,INDICATOR,SEX,TIME_PERIOD,OBS_VALUE,UNIT_MULTIPLIER,UNIT_MEASURE,OBS_STATUS,OBS_CONF,LOWER_BOUND,UPPER_BOUND,WGTD_SAMPL_SIZE,OBS_FOOTNOTE,SERIES_FOOTNOTE,DATA_SOURCE,SOURCE_LINK,CUSTODIAN,TIME_PERIOD_METHOD,REF_PERIOD,COVERAGE_TIME,AGE
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,TUN,4,PT_CHLD_Y0T4_REG,F,2023,99.8,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",MICS 2023,,,EOF,,2023,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,EGY,4,PT_CHLD_Y0T4_REG,F,2021,99.1,,PCNT,RP,,,,,North Sinai was excluded from the survey due to the special circumstances of the governorate.,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",EFHS 2021,,,EOF,,2021,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,EGY,4,PT_CHLD_Y0T4_REG,_T,2021,99.1,,PCNT,RP,,,,,North Sinai was excluded from the survey due to the special circumstances of the governorate.,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",EFHS 2021,,,EOF,,2021,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,EGY,4,PT_CHLD_Y0T4_REG,M,2021,99.1,,PCNT,RP,,,,,North Sinai was excluded from the survey due to the special circumstances of the governorate.,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",EFHS 2021,,,EOF,,2021,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,TKM,5,PT_CHLD_Y0T4_REG,_T,2019,99.9,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",MICS 2019,,,EOF,,2019,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,TKM,5,PT_CHLD_Y0T4_REG,M,2019,99.8,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",MICS 2019,,,EOF,,2019,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,TKM,5,PT_CHLD_Y0T4_REG,F,2019,99.9,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",MICS 2019,,,EOF,,2019,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,TCA,2,PT_CHLD_Y0T4_REG,_T,2020,99.2,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",MICS 2019-20,,,EOF,,2019-20,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,TCA,2,PT_CHLD_Y0T4_REG,M,2020,99.4,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",MICS 2019-20,,,EOF,,2019-20,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,TCA,2,PT_CHLD_Y0T4_REG,F,2020,99.1,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",MICS 2019-20,,,EOF,,2019-20,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,TUV,6,PT_CHLD_Y0T4_REG,M,2020,85.4,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",MICS 2019-20,,,EOF,,2019-20,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,TUV,6,PT_CHLD_Y0T4_REG,F,2020,89.3,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",MICS 2019-20,,,EOF,,2019-20,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,TUV,6,PT_CHLD_Y0T4_REG,_T,2020,87.2,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",MICS 2019-20,,,EOF,,2019-20,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,SLV,7,PT_CHLD_Y0T4_REG,M,2021,99,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",NHS 2021,,,EOF,,2021,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,SLV,7,PT_CHLD_Y0T4_REG,F,2021,99,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",NHS 2021,,,EOF,,2021,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,SLV,7,PT_CHLD_Y0T4_REG,_T,2021,99,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",NHS 2021,,,EOF,,2021,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,TUR,7,PT_CHLD_Y0T4_REG,F,2018,98.7,,PCNT,RP,,,,,Only asks if children were registered with population registry (does not ask about possession of birth certificate).,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",DHS 2018,,,EOF,,2018,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,TUR,7,PT_CHLD_Y0T4_REG,_T,2018,98.4,,PCNT,RP,,,,,Only asks if children were registered with population registry (does not ask about possession of birth certificate).,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",DHS 2018,,,EOF,,2018,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,TUR,7,PT_CHLD_Y0T4_REG,M,2018,98.2,,PCNT,RP,,,,,Only asks if children were registered with population registry (does not ask about possession of birth certificate).,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",DHS 2018,,,EOF,,2018,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,EST,7,PT_CHLD_Y0T4_REG,_T,2023,100,,PCNT,RP,,,,,Births registered,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",Statistics Estonia,,,EOF,,2023,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,EST,7,PT_CHLD_Y0T4_REG,M,2023,100,,PCNT,RP,,,,,Births registered,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",Statistics Estonia,,,EOF,,2023,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,EST,7,PT_CHLD_Y0T4_REG,F,2023,100,,PCNT,RP,,,,,Births registered,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",Statistics Estonia,,,EOF,,2023,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,SWZ,3,PT_CHLD_Y0T4_REG,M,2022,67.1,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",MICS 2021-22,,,EOF,,2021-22,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,SWZ,3,PT_CHLD_Y0T4_REG,F,2022,64.2,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",MICS 2021-22,,,EOF,,2021-22,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,SWZ,3,PT_CHLD_Y0T4_REG,_T,2022,65.7,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",MICS 2021-22,,,EOF,,2021-22,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,ETH,3,PT_CHLD_Y0T4_REG,F,2016,2.6,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",DHS 2016,,,EOF,,2016,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,ETH,3,PT_CHLD_Y0T4_REG,_T,2016,2.7,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",DHS 2016,,,EOF,,2016,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,ETH,3,PT_CHLD_Y0T4_REG,M,2016,2.7,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",DHS 2016,,,EOF,,2016,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,UNSDG_EUROPE,0,PT_CHLD_Y0T4_REG,_T,2023,99.98,,PCNT,E,,,,,"Based on 44 countries with a population coverage 100 per cent of the regional population aged 0-4 years. These estimates are based on countries with an available data source within the reference period of 2014 to 2023 and apply a methodology that is detailed in the 2024 UNICEF global report, The Right Start in Life: Global levels and trends in birth registration, 2024 update.","While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","DHS, MICS, other national surveys, censuses and vital registration systems",,,EOF,,2014-23,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,UGA,3,PT_CHLD_Y0T4_REG,_T,2016,32.2,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",DHS 2016,,,EOF,,2016,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,UGA,3,PT_CHLD_Y0T4_REG,M,2016,32.2,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",DHS 2016,,,EOF,,2016,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,UGA,3,PT_CHLD_Y0T4_REG,F,2016,32.2,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",DHS 2016,,,EOF,,2016,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,UNICEF_ECA,0,PT_CHLD_Y0T4_REG,_T,2023,99.648,,PCNT,E,,,,,"Based on 53 countries with a population coverage 99 per cent of the regional population aged 0-4 years. These estimates are based on countries with an available data source within the reference period of 2014 to 2023 and apply a methodology that is detailed in the 2024 UNICEF global report, The Right Start in Life: Global levels and trends in birth registration, 2024 update.","While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","DHS, MICS, other national surveys, censuses and vital registration systems",,,EOF,,2014-23,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,ARE,6,PT_CHLD_Y0T4_REG,_T,2023,100,,PCNT,RP,,,,,Births registered,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",Ministry of Health and Prevention 2023,,,EOF,,2023,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,ARE,6,PT_CHLD_Y0T4_REG,M,2023,100,,PCNT,RP,,,,,Births registered,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",Ministry of Health and Prevention 2023,,,EOF,,2023,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,ARE,6,PT_CHLD_Y0T4_REG,F,2023,100,,PCNT,RP,,,,,Births registered,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",Ministry of Health and Prevention 2023,,,EOF,,2023,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,GBR,7,PT_CHLD_Y0T4_REG,_T,2023,100,,PCNT,E,,,,,"Estimated coverage of birth registration was obtained on the basis of the reported completeness of the national civil registration system, which estimated at least 90% complete","While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","UNSD Population and Vital Statistics Report, January 2026",,,EOF,,2023,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,GBR,7,PT_CHLD_Y0T4_REG,M,2023,100,,PCNT,E,,,,,"Estimated coverage of birth registration was obtained on the basis of the reported completeness of the national civil registration system, which estimated at least 90% complete","While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","UNSD Population and Vital Statistics Report, January 2026",,,EOF,,2023,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,GBR,7,PT_CHLD_Y0T4_REG,F,2023,100,,PCNT,E,,,,,"Estimated coverage of birth registration was obtained on the basis of the reported completeness of the national civil registration system, which estimated at least 90% complete","While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","UNSD Population and Vital Statistics Report, January 2026",,,EOF,,2023,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,UNSDG_EUROPENORTHERNAMR,0,PT_CHLD_Y0T4_REG,_T,2023,99.987,,PCNT,E,,,,,"Based on 46 countries with a population coverage 100 per cent of the regional population aged 0-4 years. These estimates are based on countries with an available data source within the reference period of 2014 to 2023 and apply a methodology that is detailed in the 2024 UNICEF global report, The Right Start in Life: Global levels and trends in birth registration, 2024 update.","While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","DHS, MICS, other national surveys, censuses and vital registration systems",,,EOF,,2014-23,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,FJI,6,PT_CHLD_Y0T4_REG,F,2021,86.3,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",MICS 2021,,,EOF,,2021,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,FJI,6,PT_CHLD_Y0T4_REG,_T,2021,86.6,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",MICS 2021,,,EOF,,2021,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,FJI,6,PT_CHLD_Y0T4_REG,M,2021,86.8,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",MICS 2021,,,EOF,,2021,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,FIN,7,PT_CHLD_Y0T4_REG,_T,2021,100,,PCNT,RP,,,,,Births registered,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",Statistics Finland,,,EOF,,2021,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,FIN,7,PT_CHLD_Y0T4_REG,M,2021,100,,PCNT,RP,,,,,Births registered,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",Statistics Finland,,,EOF,,2021,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,FIN,7,PT_CHLD_Y0T4_REG,F,2021,100,,PCNT,RP,,,,,Births registered,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",Statistics Finland,,,EOF,,2021,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,FRA,7,PT_CHLD_Y0T4_REG,M,2024,100,,PCNT,E,,,,,"Estimated coverage of birth registration was obtained on the basis of the reported completeness of the national civil registration system, which estimated at least 90% complete","While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","UNSD Population and Vital Statistics Report, January 2026",,,EOF,,2024,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,FRA,7,PT_CHLD_Y0T4_REG,F,2024,100,,PCNT,E,,,,,"Estimated coverage of birth registration was obtained on the basis of the reported completeness of the national civil registration system, which estimated at least 90% complete","While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","UNSD Population and Vital Statistics Report, January 2026",,,EOF,,2024,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,FRA,7,PT_CHLD_Y0T4_REG,_T,2024,100,,PCNT,E,,,,,"Estimated coverage of birth registration was obtained on the basis of the reported completeness of the national civil registration system, which estimated at least 90% complete","While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","UNSD Population and Vital Statistics Report, January 2026",,,EOF,,2024,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,TZA,3,PT_CHLD_Y0T4_REG,F,2022,67.3,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",DHS 2022,,,EOF,,2022,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,TZA,3,PT_CHLD_Y0T4_REG,_T,2022,67.7,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",DHS 2022,,,EOF,,2022,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,TZA,3,PT_CHLD_Y0T4_REG,M,2022,68.1,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",DHS 2022,,,EOF,,2022,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,USA,7,PT_CHLD_Y0T4_REG,_T,2024,100,,PCNT,E,,,,,"Estimated coverage of birth registration was obtained on the basis of the reported completeness of the national civil registration system, which estimated at least 90% complete","While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","UNSD Population and Vital Statistics Report, January 2026",,,EOF,,2024,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,USA,7,PT_CHLD_Y0T4_REG,M,2024,100,,PCNT,E,,,,,"Estimated coverage of birth registration was obtained on the basis of the reported completeness of the national civil registration system, which estimated at least 90% complete","While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","UNSD Population and Vital Statistics Report, January 2026",,,EOF,,2024,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,USA,7,PT_CHLD_Y0T4_REG,F,2024,100,,PCNT,E,,,,,"Estimated coverage of birth registration was obtained on the basis of the reported completeness of the national civil registration system, which estimated at least 90% complete","While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","UNSD Population and Vital Statistics Report, January 2026",,,EOF,,2024,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,GAB,2,PT_CHLD_Y0T4_REG,_T,2021,95.6,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",DHS 2019-21,,,EOF,,2019-21,Y0T4
