STRUCTURE,STRUCTURE_ID,ACTION,REF_AREA CTRY,Region,INDICATOR,SEX,TIME_PERIOD,OBS_VALUE,UNIT_MULTIPLIER,UNIT_MEASURE,OBS_STATUS,OBS_CONF,LOWER_BOUND,UPPER_BOUND,WGTD_SAMPL_SIZE,OBS_FOOTNOTE,SERIES_FOOTNOTE,DATA_SOURCE,SOURCE_LINK,CUSTODIAN,TIME_PERIOD_METHOD,REF_PERIOD,COVERAGE_TIME,AGE
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,VNM,6,PT_CHLD_Y0T4_REG,F,2023,98.9,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","General Statistics Office 2023, Statistical Yearbook 2023",,,EOF,,2023,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,VNM,6,PT_CHLD_Y0T4_REG,M,2023,99.2,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","General Statistics Office 2023, Statistical Yearbook 2023",,,EOF,,2023,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,VNM,6,PT_CHLD_Y0T4_REG,_T,2023,99,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","General Statistics Office 2023, Statistical Yearbook 2023",,,EOF,,2023,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,AU_AFRICA,0,PT_CHLD_Y0T4_REG,_T,2023,56.287,,PCNT,E,,,,,"Based on 45 countries with a population coverage 97 per cent of the regional population aged 0-4 years. These estimates are based on countries with an available data source within the reference period of 2014 to 2023 and apply a methodology that is detailed in the 2024 UNICEF global report, The Right Start in Life: Global levels and trends in birth registration, 2024 update.","While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","DHS, MICS, other national surveys, censuses and vital registration systems",,,EOF,,2014-23,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,GEO,7,PT_CHLD_Y0T4_REG,M,2017,98.5,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",WMS 2017,,,EOF,,2017,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,GEO,7,PT_CHLD_Y0T4_REG,_T,2017,98.5,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",WMS 2017,,,EOF,,2017,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,GEO,7,PT_CHLD_Y0T4_REG,F,2017,98.6,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",WMS 2017,,,EOF,,2017,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,DEU,7,PT_CHLD_Y0T4_REG,_T,2023,100,,PCNT,RP,,,,,Births registered,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","Federal Statistical Office, Federal Ministry of Justice and the Federal Office of Justice",,,EOF,,2023,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,DEU,7,PT_CHLD_Y0T4_REG,F,2023,100,,PCNT,RP,,,,,Births registered,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","Federal Statistical Office, Federal Ministry of Justice and the Federal Office of Justice",,,EOF,,2023,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,DEU,7,PT_CHLD_Y0T4_REG,M,2023,100,,PCNT,RP,,,,,Births registered,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","Federal Statistical Office, Federal Ministry of Justice and the Federal Office of Justice",,,EOF,,2023,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,ALB,7,PT_CHLD_Y0T4_REG,F,2018,98,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",DHS 2017-18,,,EOF,,2017-18,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,ALB,7,PT_CHLD_Y0T4_REG,M,2018,98.9,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",DHS 2017-18,,,EOF,,2017-18,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,ALB,7,PT_CHLD_Y0T4_REG,_T,2018,98.4,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",DHS 2017-18,,,EOF,,2017-18,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,GHA,2,PT_CHLD_Y0T4_REG,M,2022,74.4,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",DHS 2022,,,EOF,,2022,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,GHA,2,PT_CHLD_Y0T4_REG,_T,2022,74.5,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",DHS 2022,,,EOF,,2022,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,GHA,2,PT_CHLD_Y0T4_REG,F,2022,74.6,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",DHS 2022,,,EOF,,2022,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,GRC,7,PT_CHLD_Y0T4_REG,F,2023,100,,PCNT,E,,,,,"Estimated coverage of birth registration was obtained on the basis of the reported completeness of the national civil registration system, which estimated at least 90% complete","While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","UNSD Population and Vital Statistics Report, January 2026",,,EOF,,2023,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,GRC,7,PT_CHLD_Y0T4_REG,M,2023,100,,PCNT,E,,,,,"Estimated coverage of birth registration was obtained on the basis of the reported completeness of the national civil registration system, which estimated at least 90% complete","While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","UNSD Population and Vital Statistics Report, January 2026",,,EOF,,2023,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,GRC,7,PT_CHLD_Y0T4_REG,_T,2023,100,,PCNT,E,,,,,"Estimated coverage of birth registration was obtained on the basis of the reported completeness of the national civil registration system, which estimated at least 90% complete","While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","UNSD Population and Vital Statistics Report, January 2026",,,EOF,,2023,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,UNICEF_WCA,0,PT_CHLD_Y0T4_REG,_T,2023,57.025,,PCNT,E,,,,,"Based on 22 countries with a population coverage 100 per cent of the regional population aged 0-4 years. These estimates are based on countries with an available data source within the reference period of 2014 to 2023 and apply a methodology that is detailed in the 2024 UNICEF global report, The Right Start in Life: Global levels and trends in birth registration, 2024 update.","While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","DHS, MICS, other national surveys, censuses and vital registration systems",,,EOF,,2014-23,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,AU_WESTERN_AFRICA,0,PT_CHLD_Y0T4_REG,_T,2023,62.978,,PCNT,E,,,,,"Based on 14 countries with a population coverage 100 per cent of the regional population aged 0-4 years. These estimates are based on countries with an available data source within the reference period of 2014 to 2023 and apply a methodology that is detailed in the 2024 UNICEF global report, The Right Start in Life: Global levels and trends in birth registration, 2024 update.","While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","DHS, MICS, other national surveys, censuses and vital registration systems",,,EOF,,2014-23,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,GIN,2,PT_CHLD_Y0T4_REG,M,2018,62.4,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",DHS 2018,,,EOF,,2018,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,GIN,2,PT_CHLD_Y0T4_REG,_T,2018,62,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",DHS 2018,,,EOF,,2018,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,GIN,2,PT_CHLD_Y0T4_REG,F,2018,61.5,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",DHS 2018,,,EOF,,2018,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,UNSDG_WESTERNASIA,0,PT_CHLD_Y0T4_REG,_T,2023,81.559,,PCNT,E,,,,,"Based on 15 countries with a population coverage 89 per cent of the regional population aged 0-4 years. These estimates are based on countries with an available data source within the reference period of 2014 to 2023 and apply a methodology that is detailed in the 2024 UNICEF global report, The Right Start in Life: Global levels and trends in birth registration, 2024 update.","While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","DHS, MICS, other national surveys, censuses and vital registration systems",,,EOF,,2014-23,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,UNICEF_WE,0,PT_CHLD_Y0T4_REG,_T,2023,100,,PCNT,E,,,,,"Based on 33 countries with a population coverage 100 per cent of the regional population aged 0-4 years. These estimates are based on countries with an available data source within the reference period of 2014 to 2023 and apply a methodology that is detailed in the 2024 UNICEF global report, The Right Start in Life: Global levels and trends in birth registration, 2024 update.","While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","DHS, MICS, other national surveys, censuses and vital registration systems",,,EOF,,2014-23,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,GNB,2,PT_CHLD_Y0T4_REG,M,2019,47.1,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",MICS 2018-19,,,EOF,,2018-19,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,GNB,2,PT_CHLD_Y0T4_REG,_T,2019,46,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",MICS 2018-19,,,EOF,,2018-19,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,GNB,2,PT_CHLD_Y0T4_REG,F,2019,44.9,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",MICS 2018-19,,,EOF,,2018-19,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,GUY,1,PT_CHLD_Y0T4_REG,F,2020,97.9,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",MICS 2019-20,,,EOF,,2019-20,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,GUY,1,PT_CHLD_Y0T4_REG,M,2020,98.3,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",MICS 2019-20,,,EOF,,2019-20,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,GUY,1,PT_CHLD_Y0T4_REG,_T,2020,98.1,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",MICS 2019-20,,,EOF,,2019-20,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,HTI,1,PT_CHLD_Y0T4_REG,_T,2017,84.8,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",DHS 2016-17,,,EOF,,2016-17,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,HTI,1,PT_CHLD_Y0T4_REG,F,2017,85.4,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",DHS 2016-17,,,EOF,,2016-17,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,HTI,1,PT_CHLD_Y0T4_REG,M,2017,84.2,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",DHS 2016-17,,,EOF,,2016-17,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,HND,1,PT_CHLD_Y0T4_REG,F,2019,96.9,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",MICS 2019,,,EOF,,2019,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,HND,1,PT_CHLD_Y0T4_REG,M,2019,97.1,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",MICS 2019,,,EOF,,2019,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,HND,1,PT_CHLD_Y0T4_REG,_T,2019,97,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",MICS 2019,,,EOF,,2019,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,HUN,7,PT_CHLD_Y0T4_REG,F,2024,100,,PCNT,E,,,,,"Estimated coverage of birth registration was obtained on the basis of the reported completeness of the national civil registration system, which estimated at least 90% complete","While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","UNSD Population and Vital Statistics Report, January 2026",,,EOF,,2024,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,HUN,7,PT_CHLD_Y0T4_REG,M,2024,100,,PCNT,E,,,,,"Estimated coverage of birth registration was obtained on the basis of the reported completeness of the national civil registration system, which estimated at least 90% complete","While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","UNSD Population and Vital Statistics Report, January 2026",,,EOF,,2024,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,HUN,7,PT_CHLD_Y0T4_REG,_T,2024,100,,PCNT,E,,,,,"Estimated coverage of birth registration was obtained on the basis of the reported completeness of the national civil registration system, which estimated at least 90% complete","While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","UNSD Population and Vital Statistics Report, January 2026",,,EOF,,2024,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,YEM,4,PT_CHLD_Y0T4_REG,M,2023,30.3,,PCNT,RP,,,,,41 out of the 880 selected enumeration areas could not be visited because they were inaccessible due to security and safety reasons during the fieldwork period.,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",MICS 2022-23,,,EOF,,2022-23,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,YEM,4,PT_CHLD_Y0T4_REG,_T,2023,29.4,,PCNT,RP,,,,,41 out of the 880 selected enumeration areas could not be visited because they were inaccessible due to security and safety reasons during the fieldwork period.,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",MICS 2022-23,,,EOF,,2022-23,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,YEM,4,PT_CHLD_Y0T4_REG,F,2023,28.4,,PCNT,RP,,,,,41 out of the 880 selected enumeration areas could not be visited because they were inaccessible due to security and safety reasons during the fieldwork period.,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",MICS 2022-23,,,EOF,,2022-23,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,ISL,7,PT_CHLD_Y0T4_REG,F,2024,100,,PCNT,E,,,,,"Estimated coverage of birth registration was obtained on the basis of the reported completeness of the national civil registration system, which estimated at least 90% complete","While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","UNSD Population and Vital Statistics Report, January 2026",,,EOF,,2024,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,ISL,7,PT_CHLD_Y0T4_REG,M,2024,100,,PCNT,E,,,,,"Estimated coverage of birth registration was obtained on the basis of the reported completeness of the national civil registration system, which estimated at least 90% complete","While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","UNSD Population and Vital Statistics Report, January 2026",,,EOF,,2024,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,ISL,7,PT_CHLD_Y0T4_REG,_T,2024,100,,PCNT,E,,,,,"Estimated coverage of birth registration was obtained on the basis of the reported completeness of the national civil registration system, which estimated at least 90% complete","While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","UNSD Population and Vital Statistics Report, January 2026",,,EOF,,2024,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,ZMB,3,PT_CHLD_Y0T4_REG,F,2024,7.9,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",DHS 2024,,,EOF,,2024,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,ZMB,3,PT_CHLD_Y0T4_REG,M,2024,7.9,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",DHS 2024,,,EOF,,2024,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,ZMB,3,PT_CHLD_Y0T4_REG,_T,2024,7.9,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",DHS 2024,,,EOF,,2024,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,IND,5,PT_CHLD_Y0T4_REG,F,2021,89.4,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",NFHS 2019-21,,,EOF,,2019-21,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,IND,5,PT_CHLD_Y0T4_REG,M,2021,88.8,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",NFHS 2019-21,,,EOF,,2019-21,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,IND,5,PT_CHLD_Y0T4_REG,_T,2021,89.1,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",NFHS 2019-21,,,EOF,,2019-21,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,IDN,6,PT_CHLD_Y0T4_REG,_T,2025,86.8,,PCNT,RP,,,,,Data refer only to children with a birth certificate,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",SUSENAS 2025 (March) as part of Welfare Statistics 2025,,,EOF,,2025,Y0T4
